"date","state","previous_day_admission_influenza_confirmed","previous_day_admission_influenza_confirmed_coverage","previous_day_deaths_influenza","previous_day_deaths_influenza_coverage","previous_day_admission_adult_covid_confirmed","previous_day_admission_adult_covid_confirmed_coverage","previous_day_admission_pediatric_covid_confirmed","previous_day_admission_pediatric_covid_confirmed_coverage","deaths_covid","deaths_covid_coverage"
2022-07-03,"NH",0,30,0,9,9,30,1,30,0,9
2022-07-03,"VT",0,16,0,7,5,17,0,16,0,7
2022-07-03,"GA",4,165,0,118,136,169,5,166,2,102
2022-07-03,"IN",1,167,0,113,81,169,2,167,3,112
2022-07-03,"SC",1,86,0,52,42,88,2,86,0,60
2022-07-03,"WY",1,29,0,19,5,31,1,29,0,19
2022-07-03,"MT",0,64,0,43,31,65,1,64,2,50
2022-07-03,"OR",0,62,0,34,61,64,5,62,4,39
2022-07-03,"AS",0,1,NA,0,6,1,0,1,NA,0
2022-07-03,"MO",2,137,0,57,108,141,9,137,3,60
2022-07-03,"NC",3,127,1,109,93,131,16,127,14,109
2022-07-03,"MD",3,59,0,15,64,60,3,59,3,23
2022-07-03,"CT",1,39,0,5,51,40,5,39,0,6
2022-07-03,"NM",0,54,0,34,32,55,2,54,0,44
2022-07-03,"VA",4,104,0,69,86,107,3,104,11,69
2022-07-03,"FL",22,262,0,138,606,268,52,262,24,150
2022-07-03,"OK",4,149,0,37,34,151,6,149,3,42
2022-07-03,"SD",0,62,0,5,9,65,0,62,0,7
2022-07-03,"WV",0,59,0,7,25,63,1,59,0,7
2022-07-03,"KS",0,147,0,40,43,150,2,147,0,44
2022-07-03,"IL",3,199,0,70,160,204,7,199,3,91
2022-07-04,"AS",0,1,NA,0,6,1,0,1,NA,0
2022-07-04,"ME",0,34,0,8,10,35,0,34,1,10
2022-07-04,"IA",0,118,0,27,12,120,2,118,2,62
2022-07-04,"RI",0,13,0,1,3,14,0,13,0,1
2022-07-04,"DE",0,9,0,3,15,10,0,9,0,3
2022-07-04,"TX",8,497,2,89,424,502,50,497,11,491
2022-07-04,"NY",7,171,0,33,260,180,9,171,6,50
2022-07-04,"NH",0,29,0,8,9,29,0,29,0,8
2022-07-04,"VI",0,2,NA,0,0,2,0,2,NA,0
2022-07-04,"IN",1,130,0,103,81,132,1,130,3,102
2022-07-04,"MS",3,102,0,45,37,104,1,102,2,48
2022-07-04,"AZ",3,99,0,34,97,102,5,99,1,35
2022-07-04,"WY",0,27,0,20,12,29,0,27,0,20
2022-07-04,"UT",0,50,0,38,31,52,5,51,0,40
2022-07-04,"OH",1,193,0,45,126,197,6,193,1,45
2022-07-04,"ID",0,47,0,14,24,48,2,47,0,29
2022-07-04,"MD",4,52,0,14,62,53,1,52,0,22
2022-07-04,"MT",0,62,0,41,26,63,0,62,1,47
2022-07-04,"SC",1,73,0,45,64,75,1,73,1,51
2022-07-04,"NV",3,47,0,4,55,49,3,47,0,4
2022-07-04,"MI",2,150,0,32,101,154,3,150,2,135
2022-07-04,"CO",2,93,0,36,78,95,3,93,0,40
2022-07-04,"OR",0,60,0,36,65,62,3,60,3,40
2022-07-04,"NE",1,94,0,63,23,95,4,94,1,65
2022-07-04,"FL",26,233,0,127,597,239,23,233,21,132
2022-07-04,"MA",0,82,0,8,75,83,3,82,0,82
2022-07-04,"WV",0,59,0,7,24,63,2,59,0,7
2022-07-04,"SD",0,61,0,5,12,64,0,61,0,7
2022-07-04,"MN",0,129,0,5,53,130,1,129,0,6
2022-07-04,"CT",1,32,0,4,33,33,4,32,0,4
2022-07-04,"KY",0,102,0,44,78,104,4,102,0,56
2022-07-04,"PA",3,194,0,75,158,200,7,194,8,165
2022-07-04,"NC",3,115,0,103,93,119,6,115,12,104
2022-07-04,"GA",1,152,0,112,149,156,3,153,1,95
2022-07-04,"NM",0,48,0,12,31,49,3,48,0,39
2022-07-04,"LA",0,223,0,2,88,226,7,223,0,2
2022-07-04,"WI",0,139,0,21,63,142,5,139,1,25
2022-07-04,"AR",0,94,0,35,39,96,1,94,1,39
2022-07-04,"HI",0,24,0,11,14,24,6,24,0,11
2022-07-04,"PR",1,61,0,9,26,65,12,64,1,9
2022-07-04,"AL",2,109,0,8,68,111,2,109,4,109
2022-07-04,"MO",1,120,0,51,105,124,6,120,2,54
2022-07-04,"DC",0,13,0,1,12,14,1,13,0,13
2022-07-04,"TN",1,119,0,51,81,122,3,119,3,51
2022-07-04,"ND",0,47,0,6,9,48,0,47,2,29
2022-07-04,"WA",3,94,1,28,84,96,4,94,6,79
2022-07-04,"VT",0,16,0,6,1,17,0,16,0,8
2022-07-04,"NJ",4,78,1,77,110,79,6,78,9,77
2022-07-04,"IL",0,183,0,65,173,188,12,183,4,86
2022-07-04,"KS",1,139,0,37,31,142,3,139,0,43
2022-07-04,"VA",2,96,0,66,95,99,3,96,11,66
2022-07-04,"OK",2,138,0,32,50,140,1,138,2,38
2022-07-04,"AK",0,22,0,8,12,22,1,22,0,9
2022-07-04,"CA",19,364,0,321,550,372,17,364,4,112
2022-07-05,"AS",0,1,NA,0,2,1,0,1,NA,0
2022-07-05,"VI",0,2,NA,0,0,2,0,2,NA,0
2022-07-05,"CT",0,32,0,4,40,33,2,32,0,4
2022-07-05,"PA",6,194,0,73,139,200,11,194,10,172
2022-07-05,"TN",1,118,0,51,85,121,5,118,4,51
2022-07-05,"HI",1,24,0,12,39,24,4,24,1,12
2022-07-05,"NY",6,169,0,31,289,178,18,169,12,51
2022-07-05,"AZ",2,98,0,34,107,101,4,98,1,35
2022-07-05,"IN",1,129,0,118,104,131,6,129,7,118
2022-07-05,"WY",0,27,0,20,7,29,0,27,0,20
2022-07-05,"NH",0,29,0,7,16,29,0,29,0,7
2022-07-05,"MD",1,52,0,15,73,53,0,52,2,23
2022-07-05,"OH",1,192,0,44,148,196,8,192,1,44
2022-07-05,"MS",3,102,0,42,47,104,3,102,3,44
2022-07-05,"GA",5,152,0,116,155,156,6,153,2,100
2022-07-05,"CO",2,94,0,37,94,96,4,94,0,41
2022-07-05,"SD",0,61,0,5,6,64,0,61,0,8
2022-07-05,"TX",12,498,0,90,490,503,36,498,19,491
2022-07-05,"OR",0,60,0,38,60,62,4,60,4,44
2022-07-05,"NC",1,115,0,103,104,119,2,115,10,104
2022-07-05,"IA",0,118,0,24,31,120,3,118,0,60
2022-07-05,"VT",0,16,0,8,5,17,0,16,0,9
2022-07-05,"NJ",1,78,0,77,131,79,8,78,6,77
2022-07-05,"KS",1,139,0,37,36,142,2,139,0,40
2022-07-05,"AK",0,22,0,9,11,22,0,22,0,10
2022-07-05,"FL",25,233,0,125,591,239,29,233,27,131
2022-07-05,"MA",2,82,0,9,82,83,3,82,0,82
2022-07-05,"WV",1,59,0,7,32,63,3,59,0,7
2022-07-05,"SC",2,73,0,45,62,75,1,73,3,52
2022-07-05,"MO",1,120,0,52,89,124,8,120,6,53
2022-07-05,"KY",1,102,0,51,87,104,0,102,1,58
2022-07-05,"ND",0,46,0,2,12,47,0,46,1,35
2022-07-05,"WA",3,93,0,28,115,95,3,93,11,81
2022-07-05,"ID",0,47,0,13,27,48,1,47,0,34
2022-07-05,"NM",0,48,0,8,31,49,0,48,1,42
2022-07-05,"AL",1,109,0,8,98,111,1,109,2,109
2022-07-05,"UT",0,51,0,37,49,52,6,51,0,38
2022-07-05,"RI",0,13,0,1,10,14,0,13,0,1
2022-07-05,"DE",0,9,0,3,10,10,1,9,0,3
2022-07-05,"MI",0,150,0,30,95,154,2,150,4,139
2022-07-05,"MN",0,129,0,5,54,130,2,129,0,6
2022-07-05,"CA",15,363,0,329,566,371,18,363,9,109
2022-07-05,"LA",0,223,0,3,101,226,9,223,0,3
2022-07-05,"WI",0,139,0,21,57,142,4,139,0,23
2022-07-05,"NV",3,47,0,4,66,49,2,47,0,4
2022-07-05,"IL",1,183,0,67,194,188,7,183,1,84
2022-07-05,"VA",2,96,0,66,103,99,5,96,11,66
2022-07-05,"OK",3,135,0,32,56,137,4,135,1,37
2022-07-05,"NE",0,94,1,76,18,95,2,94,3,77
2022-07-05,"ME",0,34,0,8,17,35,0,34,0,9
2022-07-05,"MT",0,62,0,46,27,63,1,62,0,51
2022-07-05,"DC",0,13,0,1,16,14,3,13,2,13
2022-07-05,"AR",3,94,0,35,48,96,2,94,1,39
2022-07-05,"PR",0,64,0,6,11,65,6,64,0,6
2022-07-06,"AS",0,1,NA,0,2,1,0,1,NA,0
2022-07-06,"VI",0,2,NA,0,1,2,0,2,NA,0
2022-07-06,"CO",1,106,0,45,105,108,5,106,0,52
2022-07-06,"MS",3,110,0,47,62,112,9,110,1,55
2022-07-06,"SD",0,62,0,5,8,65,0,62,0,6
2022-07-06,"MO",2,137,0,59,132,141,11,137,2,62
2022-07-06,"OR",0,62,0,38,73,64,4,62,3,45
2022-07-06,"NC",1,127,0,108,106,131,3,127,10,109
2022-07-06,"WY",0,29,0,24,10,31,0,29,1,24
2022-07-06,"NJ",5,95,0,95,152,96,5,95,4,95
2022-07-06,"IL",2,200,0,68,212,205,10,200,4,93
2022-07-06,"AK",0,24,0,10,12,24,1,24,0,11
2022-07-06,"MD",1,59,0,18,79,60,1,59,0,26
2022-07-06,"GA",3,163,0,123,191,166,13,163,3,107
2022-07-06,"VA",1,104,0,70,112,107,7,104,11,70
2022-07-06,"CT",2,39,0,5,69,40,2,39,1,6
2022-07-06,"AR",2,109,0,46,65,111,9,109,2,50
2022-07-06,"ME",0,37,0,10,12,38,0,37,0,11
2022-07-06,"PA",8,223,0,94,171,229,12,223,10,199
2022-07-06,"NV",2,59,0,2,73,61,4,59,0,2
2022-07-06,"ID",0,52,0,16,43,53,5,52,1,37
2022-07-06,"NY",4,197,0,48,351,206,19,197,7,70
2022-07-06,"KY",2,113,0,57,84,115,0,113,0,66
2022-07-06,"UT",0,57,0,41,57,58,5,57,0,41
2022-07-06,"FL",29,262,0,141,738,268,70,262,26,152
2022-07-06,"WA",3,103,0,32,122,105,2,103,9,85
2022-07-06,"NH",1,30,0,7,9,30,1,30,0,7
2022-07-06,"SC",4,86,0,54,74,88,1,86,2,61
2022-07-06,"PR",7,56,0,7,33,66,13,56,0,7
2022-07-06,"DC",1,13,0,1,15,14,2,13,1,13
2022-07-06,"IA",0,124,0,26,43,126,1,124,0,62
2022-07-06,"TX",9,589,0,107,548,594,56,589,20,585
2022-07-06,"MI",0,158,0,32,109,162,4,158,5,147
2022-07-06,"KS",1,147,0,42,41,150,1,147,2,45
2022-07-06,"LA",1,223,0,2,113,226,6,223,0,3
2022-07-06,"VT",1,16,0,9,3,17,0,16,0,10
2022-07-06,"NE",1,98,0,79,34,99,4,98,0,80
2022-07-06,"WI",1,149,0,25,76,152,9,149,0,27
2022-07-06,"OH",1,229,0,61,159,233,13,229,0,65
2022-07-06,"AZ",2,115,0,37,119,118,8,115,0,39
2022-07-06,"DE",1,15,0,7,11,16,1,15,0,7
2022-07-06,"MN",0,138,0,5,79,139,7,138,0,6
2022-07-06,"RI",0,14,0,2,9,15,0,14,0,2
2022-07-06,"MT",1,65,0,51,35,66,3,65,0,54
2022-07-06,"ND",0,49,0,3,19,50,0,49,1,38
2022-07-06,"TN",4,138,0,61,137,141,6,138,6,63
2022-07-06,"HI",0,26,0,13,30,26,4,26,0,13
2022-07-06,"NM",0,54,0,7,21,55,2,54,0,44
2022-07-06,"WV",0,59,0,7,62,63,4,59,0,7
2022-07-06,"IN",2,167,0,139,96,169,5,167,2,139
2022-07-06,"AL",4,114,0,8,101,116,5,114,3,114
2022-07-06,"CA",13,400,0,348,758,408,17,399,8,124
2022-07-06,"OK",2,150,0,36,72,152,1,150,1,42
2022-07-06,"MA",1,100,0,7,94,101,5,100,0,100
2022-07-07,"AS",0,1,NA,0,1,1,0,1,NA,0
2022-07-07,"VI",0,2,NA,0,2,2,0,2,NA,0
2022-07-07,"MI",1,158,0,34,117,162,4,158,3,143
2022-07-07,"NC",4,127,0,108,146,131,6,127,18,108
2022-07-07,"AL",6,112,0,8,112,114,3,112,1,112
2022-07-07,"KY",2,113,0,57,96,115,3,113,1,66
2022-07-07,"IN",2,168,0,142,108,170,4,168,3,142
2022-07-07,"NM",0,54,0,8,20,55,1,54,0,44
2022-07-07,"VA",4,104,0,70,123,107,0,104,10,70
2022-07-07,"WA",3,103,0,32,112,105,2,103,2,84
2022-07-07,"SD",0,62,0,5,19,65,0,62,0,6
2022-07-07,"CA",21,401,0,348,742,409,36,400,8,123
2022-07-07,"IL",3,201,0,66,201,206,8,201,5,87
2022-07-07,"OK",8,150,0,35,66,152,3,150,1,41
2022-07-07,"GA",4,164,0,124,204,167,7,164,4,110
2022-07-07,"MN",1,138,0,5,63,139,6,138,0,6
2022-07-07,"ND",0,50,0,5,8,51,1,50,0,39
2022-07-07,"HI",0,26,0,13,31,26,5,26,0,13
2022-07-07,"ME",0,37,0,9,11,38,0,37,0,9
2022-07-07,"NJ",4,95,0,94,159,96,1,95,10,94
2022-07-07,"TN",4,138,0,61,105,141,6,138,3,62
2022-07-07,"AK",1,24,0,10,15,24,0,24,0,11
2022-07-07,"MD",2,59,0,16,103,60,3,59,1,23
2022-07-07,"OH",0,229,0,60,174,233,13,229,1,64
2022-07-07,"AZ",2,115,0,35,106,118,10,115,0,37
2022-07-07,"MO",3,137,0,58,132,141,6,137,4,62
2022-07-07,"DC",1,13,0,1,22,14,4,13,0,13
2022-07-07,"WY",0,29,0,24,9,31,0,29,3,24
2022-07-07,"PR",3,65,0,7,34,66,2,65,0,8
2022-07-07,"TX",13,589,0,105,669,594,51,589,11,582
2022-07-07,"IA",1,124,0,25,44,126,4,124,1,62
2022-07-07,"NE",3,98,0,83,21,99,3,98,1,83
2022-07-07,"NY",5,197,0,48,351,206,17,197,7,68
2022-07-07,"WV",3,59,0,7,45,63,0,59,0,7
2022-07-07,"MA",4,100,0,7,96,101,1,100,0,100
2022-07-07,"MS",4,110,0,47,60,112,5,110,0,54
2022-07-07,"DE",0,15,0,7,10,16,0,15,0,7
2022-07-07,"CT",0,39,0,5,68,40,4,39,1,6
2022-07-07,"RI",0,14,0,2,5,15,1,14,0,2
2022-07-07,"AR",0,109,0,46,63,111,1,109,0,49
2022-07-07,"NV",5,59,0,5,61,61,2,59,0,5
2022-07-07,"PA",11,223,0,91,168,229,7,223,11,195
2022-07-07,"UT",0,57,0,39,48,58,5,57,0,40
2022-07-07,"LA",0,223,0,2,113,226,11,223,0,2
2022-07-07,"KS",0,147,0,41,35,150,4,147,0,44
2022-07-07,"WI",0,149,0,23,76,152,7,149,0,25
2022-07-07,"VT",0,16,0,9,5,17,0,16,0,9
2022-07-07,"SC",4,86,0,53,93,88,1,86,2,61
2022-07-07,"ID",2,52,0,19,32,53,0,52,0,35
2022-07-07,"NH",0,30,0,7,17,30,0,30,1,7
2022-07-07,"CO",1,106,0,42,100,108,5,106,1,49
2022-07-07,"MT",0,65,0,50,30,66,0,65,0,55
2022-07-07,"FL",24,262,0,140,759,268,56,262,23,150
2022-07-07,"OR",0,62,0,38,69,64,2,62,3,43
2022-07-08,"VI",0,2,NA,0,4,2,0,2,NA,0
2022-07-08,"AS",0,1,NA,0,1,1,0,1,NA,0
2022-07-08,"MO",4,137,0,59,141,141,14,137,5,62
2022-07-08,"TX",16,589,0,105,632,594,63,589,19,582
2022-07-08,"PR",3,65,0,6,33,66,10,65,0,7
2022-07-08,"WA",6,103,0,32,134,105,2,103,7,84
2022-07-08,"ND",0,50,0,5,6,51,0,50,0,36
2022-07-08,"NJ",1,95,0,94,146,96,9,95,9,94
2022-07-08,"PA",6,223,0,95,177,229,7,223,6,195
2022-07-08,"KS",0,147,0,40,48,150,3,147,0,43
2022-07-08,"OH",0,229,0,60,176,233,8,229,1,64
2022-07-08,"AK",1,24,0,10,6,24,1,24,0,11
2022-07-08,"TN",0,138,0,61,99,141,7,138,5,62
2022-07-08,"CA",22,404,0,354,766,413,24,404,8,124
2022-07-08,"FL",25,262,0,139,739,268,56,262,23,147
2022-07-08,"UT",0,57,0,40,50,58,5,57,0,42
2022-07-08,"WI",0,149,0,24,96,152,5,149,0,26
2022-07-08,"MS",4,110,0,48,61,112,4,110,0,53
2022-07-08,"NH",0,30,0,7,15,30,0,30,0,7
2022-07-08,"GA",5,164,0,122,159,167,15,164,3,109
2022-07-08,"ME",0,37,0,9,9,38,0,37,0,12
2022-07-08,"CT",1,39,0,5,64,40,4,39,1,6
2022-07-08,"IN",1,168,0,140,110,170,2,168,5,140
2022-07-08,"SD",0,62,0,4,11,65,0,62,0,5
2022-07-08,"MD",4,59,0,16,86,60,4,59,2,24
2022-07-08,"NY",5,197,0,47,387,206,25,197,4,68
2022-07-08,"VA",5,104,0,70,107,107,1,104,10,70
2022-07-08,"AZ",3,115,0,36,116,118,6,115,0,37
2022-07-08,"NE",0,98,0,80,31,99,2,98,2,80
2022-07-08,"DC",0,13,0,1,17,14,4,13,0,13
2022-07-08,"CO",2,106,0,43,118,108,4,106,1,50
2022-07-08,"MT",1,65,0,47,25,66,0,65,1,52
2022-07-08,"WV",3,59,0,7,61,63,0,59,0,7
2022-07-08,"HI",0,26,0,13,25,26,4,26,0,13
2022-07-08,"AR",0,109,0,46,59,111,1,109,1,50
2022-07-08,"MI",3,158,0,32,115,162,5,158,2,143
2022-07-08,"SC",2,86,0,53,93,88,4,86,0,61
2022-07-08,"NV",3,59,0,5,78,61,5,59,0,5
2022-07-08,"MA",2,100,0,7,91,101,2,100,0,100
2022-07-08,"IL",2,201,0,68,216,206,9,201,3,90
2022-07-08,"DE",0,15,0,7,14,16,1,15,0,7
2022-07-08,"MN",1,138,1,5,55,139,7,138,0,6
2022-07-08,"NM",0,54,0,7,24,55,2,54,0,48
2022-07-08,"RI",0,14,0,2,8,15,0,14,0,2
2022-07-08,"IA",1,124,0,24,41,126,4,124,0,61
2022-07-08,"KY",1,113,0,55,104,115,4,113,1,64
2022-07-08,"WY",0,29,0,23,12,31,2,29,0,23
2022-07-08,"NC",1,127,0,109,144,131,6,127,13,110
2022-07-08,"OK",5,150,0,35,52,152,6,150,1,41
2022-07-08,"OR",0,62,0,38,68,64,4,62,2,42
2022-07-08,"AL",4,112,0,8,110,114,3,112,2,112
2022-07-08,"ID",1,52,0,15,22,53,5,52,0,36
2022-07-08,"LA",0,223,0,2,156,226,6,223,0,2
2022-07-08,"VT",0,16,0,7,5,17,1,16,0,9
2022-07-09,"AS",0,1,NA,0,1,1,0,1,NA,0
2022-07-09,"WI",0,149,0,24,65,152,5,149,1,26
2022-07-09,"NJ",1,95,0,94,145,96,2,95,2,94
2022-07-09,"AK",1,24,0,9,13,24,2,24,0,11
2022-07-09,"LA",1,223,0,2,130,226,5,223,1,2
2022-07-09,"MT",0,65,0,39,30,66,1,65,3,45
2022-07-09,"IL",0,201,0,67,234,206,6,201,5,90
2022-07-09,"PA",3,223,0,93,169,229,3,223,4,178
2022-07-09,"PR",2,65,0,6,29,66,5,65,2,8
2022-07-09,"VA",9,104,0,69,101,107,5,104,12,69
2022-07-09,"DC",0,13,0,1,16,14,3,13,0,13
2022-07-09,"ME",0,37,0,9,9,38,0,37,0,12
2022-07-09,"NM",0,53,0,9,27,55,2,53,0,44
2022-07-09,"HI",1,26,0,12,26,26,6,26,0,12
2022-07-09,"CT",0,39,0,6,60,40,4,39,1,8
2022-07-09,"VI",0,2,NA,0,3,2,0,2,NA,0
2022-07-09,"AL",5,112,0,8,92,114,5,112,6,112
2022-07-09,"ND",0,50,0,8,11,51,1,50,0,35
2022-07-09,"IN",2,168,0,108,97,170,2,168,2,108
2022-07-09,"TN",2,138,0,61,102,141,6,138,3,62
2022-07-09,"OR",0,62,0,37,68,64,5,62,3,42
2022-07-09,"SD",0,62,0,4,17,65,1,62,1,6
2022-07-09,"MS",2,110,0,47,53,112,5,110,2,54
2022-07-09,"MD",0,59,1,18,85,60,2,59,0,26
2022-07-09,"WY",1,29,0,23,6,31,1,29,0,23
2022-07-09,"GA",2,164,0,119,181,167,16,164,7,105
2022-07-09,"CO",2,106,0,40,100,108,2,106,1,47
2022-07-09,"NC",3,127,0,108,139,131,4,127,11,109
2022-07-09,"NE",0,98,0,66,19,99,0,98,2,69
2022-07-09,"IA",1,124,0,26,46,126,0,124,2,62
2022-07-09,"AR",0,109,0,45,53,111,1,109,5,50
2022-07-09,"VT",0,16,0,9,7,17,0,16,0,9
2022-07-09,"NV",1,59,0,5,65,61,5,59,0,5
2022-07-09,"KS",0,147,0,41,46,150,4,147,0,46
2022-07-09,"TX",10,589,0,105,643,594,47,589,15,583
2022-07-09,"MA",3,100,0,7,92,101,4,100,0,100
2022-07-09,"CA",16,405,2,339,725,413,32,404,13,131
2022-07-09,"WV",0,59,0,7,34,63,0,59,0,7
2022-07-09,"FL",24,262,1,140,722,268,58,262,19,151
2022-07-09,"OK",3,150,1,35,60,152,4,150,1,41
2022-07-09,"SC",2,86,0,52,76,88,1,86,3,61
2022-07-09,"MO",3,137,0,57,135,141,3,137,2,61
2022-07-09,"UT",0,57,0,40,62,58,7,57,0,41
2022-07-09,"NH",0,30,0,8,14,30,1,30,0,8
2022-07-09,"KY",1,113,0,54,79,115,2,113,0,63
2022-07-09,"WA",8,103,0,32,108,105,5,103,7,83
2022-07-09,"NY",4,197,0,49,325,206,10,197,9,70
2022-07-09,"ID",0,52,0,16,23,53,2,52,0,31
2022-07-09,"RI",0,14,0,2,5,15,1,14,0,2
2022-07-09,"AZ",1,115,0,37,110,118,6,115,0,38
2022-07-09,"MN",0,138,0,5,44,139,2,138,0,6
2022-07-09,"MI",4,158,0,33,132,162,6,158,3,140
2022-07-09,"DE",0,15,0,8,24,16,2,15,0,8
2022-07-09,"OH",1,229,0,60,179,233,11,229,0,64
2022-07-10,"AS",0,1,NA,0,0,1,0,1,NA,0
2022-07-10,"VI",0,2,NA,0,2,2,0,2,NA,0
2022-07-10,"TX",10,589,0,105,549,594,63,589,17,583
2022-07-10,"DE",0,15,0,8,15,16,1,15,0,8
2022-07-10,"KS",0,147,0,40,42,150,1,147,1,45
2022-07-10,"ME",0,37,0,9,10,38,0,37,0,11
2022-07-10,"RI",0,14,0,2,9,15,1,14,0,2
2022-07-10,"AL",2,112,0,8,96,114,4,112,1,112
2022-07-10,"OK",3,150,0,35,76,152,3,150,1,41
2022-07-10,"CA",16,405,2,338,692,413,24,404,15,150
2022-07-10,"TN",0,138,0,61,80,141,4,138,2,62
2022-07-10,"NE",3,98,0,70,22,99,0,98,1,71
2022-07-10,"VT",0,16,0,8,3,17,2,16,1,9
2022-07-10,"IA",0,124,0,27,46,126,0,124,1,62
2022-07-10,"ND",0,50,0,8,11,51,1,50,0,36
2022-07-10,"NV",1,59,0,6,67,61,7,59,0,6
2022-07-10,"WI",1,149,0,24,69,152,4,149,1,26
2022-07-10,"IN",3,168,0,127,81,170,7,168,4,127
2022-07-10,"LA",1,223,0,2,136,226,6,223,0,2
2022-07-10,"CO",1,105,0,40,76,107,13,105,1,48
2022-07-10,"GA",3,163,0,115,153,166,4,163,2,100
2022-07-10,"OR",0,62,0,38,70,64,7,62,2,42
2022-07-10,"MI",2,158,0,34,85,162,2,158,8,139
2022-07-10,"AK",0,24,0,10,10,24,2,24,0,11
2022-07-10,"SD",0,62,0,4,15,65,0,62,0,6
2022-07-10,"HI",0,26,0,12,24,26,5,26,2,12
2022-07-10,"NM",0,53,0,10,31,55,3,53,1,44
2022-07-10,"IL",1,200,0,67,162,205,3,200,4,90
2022-07-10,"PA",3,223,0,96,141,229,2,223,5,181
2022-07-10,"WA",1,103,0,32,89,105,0,103,5,83
2022-07-10,"NC",6,127,0,108,113,131,2,127,12,109
2022-07-10,"WV",0,59,0,7,41,63,1,59,0,7
2022-07-10,"AR",1,109,0,45,53,111,1,109,1,50
2022-07-10,"FL",24,262,2,142,665,268,63,262,15,150
2022-07-10,"MN",0,138,0,5,51,139,2,138,0,6
2022-07-10,"CT",0,39,0,6,45,40,1,39,0,7
2022-07-10,"SC",0,86,0,52,77,88,6,86,4,61
2022-07-10,"MA",3,100,0,8,90,101,4,100,0,100
2022-07-10,"NY",4,197,0,50,307,206,12,197,15,69
2022-07-10,"NJ",2,95,1,94,130,96,5,95,6,94
2022-07-10,"VA",2,104,0,69,105,107,2,104,9,69
2022-07-10,"KY",0,113,0,56,68,115,4,113,3,63
2022-07-10,"DC",0,13,0,1,8,14,0,13,0,13
2022-07-10,"ID",1,52,0,17,30,53,2,52,1,33
2022-07-10,"MO",1,137,0,56,108,141,14,137,5,60
2022-07-10,"MT",1,65,0,41,18,66,1,65,0,47
2022-07-10,"PR",4,50,0,8,19,66,5,51,1,11
2022-07-10,"MS",5,110,0,49,54,112,6,110,1,54
2022-07-10,"MD",3,59,0,16,68,60,2,59,2,24
2022-07-10,"NH",0,30,0,8,13,30,0,30,1,8
2022-07-10,"OH",0,229,0,60,168,233,9,229,2,64
2022-07-10,"WY",1,28,0,21,6,30,1,28,0,21
2022-07-10,"AZ",2,115,0,36,95,118,4,115,1,38
2022-07-10,"UT",0,57,0,40,48,58,7,57,2,41
2022-07-11,"WY",1,26,0,21,6,28,1,26,0,21
2022-07-11,"AR",2,94,0,35,45,96,5,94,2,39
2022-07-11,"NH",0,29,0,7,16,29,0,29,0,7
2022-07-11,"TN",2,118,0,51,100,121,4,118,4,52
2022-07-11,"WI",0,138,0,21,59,141,4,138,0,23
2022-07-11,"HI",0,24,0,12,28,24,4,24,0,12
2022-07-11,"NV",3,47,0,5,61,49,1,47,0,5
2022-07-11,"LA",1,223,0,2,122,226,4,223,1,2
2022-07-11,"MT",0,62,0,49,29,63,1,62,1,53
2022-07-11,"MI",1,153,0,31,115,157,5,153,4,141
2022-07-11,"OR",3,60,0,38,70,62,2,60,9,43
2022-07-11,"CO",1,94,0,38,75,96,16,94,1,42
2022-07-11,"NM",0,48,0,7,17,50,0,48,0,41
2022-07-11,"KY",2,102,0,50,89,104,1,102,3,57
2022-07-11,"IA",0,119,0,24,41,121,5,119,2,62
2022-07-11,"WA",6,93,0,28,115,95,2,93,6,81
2022-07-11,"NC",1,116,0,103,136,120,6,116,13,104
2022-07-11,"TX",15,498,0,93,508,503,62,498,17,492
2022-07-11,"AL",1,110,0,8,103,112,4,110,1,110
2022-07-11,"ME",0,35,0,8,7,36,1,35,0,10
2022-07-11,"DE",0,9,0,3,16,10,1,9,0,3
2022-07-11,"RI",0,13,0,1,4,14,0,13,0,1
2022-07-11,"CA",12,368,1,336,602,376,29,368,12,109
2022-07-11,"MN",0,129,0,5,51,130,1,129,0,6
2022-07-11,"OK",5,134,0,30,56,136,5,134,0,37
2022-07-11,"ID",0,48,0,15,28,49,0,48,1,34
2022-07-11,"UT",0,51,0,37,42,52,9,51,0,38
2022-07-11,"KS",0,139,0,38,45,142,3,139,1,41
2022-07-11,"VT",0,16,0,9,2,17,0,16,0,9
2022-07-11,"AK",0,22,0,9,15,22,1,22,0,10
2022-07-11,"ND",1,47,0,4,7,48,2,47,1,37
2022-07-11,"AZ",2,99,0,32,109,102,7,99,0,33
2022-07-11,"MO",2,120,0,51,107,124,12,120,5,55
2022-07-11,"OH",2,192,0,44,168,196,13,192,0,44
2022-07-11,"DC",0,12,0,1,17,14,4,13,0,13
2022-07-11,"FL",13,234,0,127,632,240,26,234,21,134
2022-07-11,"MD",2,52,2,19,61,53,3,52,1,26
2022-07-11,"NJ",1,78,0,77,123,79,4,78,7,77
2022-07-11,"SC",2,73,0,44,87,75,5,73,1,51
2022-07-11,"NE",3,94,0,80,19,95,2,94,0,80
2022-07-11,"VA",4,96,1,66,100,99,6,96,6,66
2022-07-11,"AS",0,1,NA,0,0,1,0,1,NA,0
2022-07-11,"IN",3,134,0,119,89,136,3,134,2,119
2022-07-11,"IL",2,184,0,65,186,189,5,184,4,85
2022-07-11,"PR",4,48,0,7,16,66,1,65,0,9
